5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",12/06/2023,31.0,7.5,4.0,321,68,102,2.319,295,0,65.5,8.3,1873,Âm tính,Dương tính,,43,Trung bình,"N-NO2- vượt ngưỡng 2 lần, N-NH4+ vượt ngưỡng 7.7 lần, P-PO43- vượt ngưỡng 3 lần, Aeromonas vượt ngưỡng 1.9 lần. Aeromonas hydrophila: Dương tính.","Ô nhiễm dinh dưỡng và vi khuẩn Aeromonas tăng cao, đồng thời có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",11/06/2023,30.5,7.5,4.5,320,69,0.1,2.297,0.28,0,63.5,9.4,610,Dương tính,Dương tính,,49,Trung bình,"N-NO2- vượt ngưỡng 2 lần, N-NH4+ vượt ngưỡng 7.7 lần, P-PO43- vượt ngưỡng 2.8 lần, Edwardsiella ictaluri: Dương tính. Aeromonas hydrophila: Dương tính.","Ô nhiễm dinh dưỡng, có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
11,Tây An – Mỹ Thới,An Giang,Long Xuyên,"10,341778
 105,449056",11/06/2023,30.6,7.5,4.5,302,70,81,1.706,236,22,49.5,7.0,891,Âm tính,Dương tính,,51,Trung bình,"N-NO2- vượt ngưỡng 1.6 lần, N-NH4+ vượt ngưỡng 5.7 lần, P-PO43- vượt ngưỡng 2.4 lần,. Aeromonas hydrophila: Dương tính.","Ô hiễm dinh dưỡng, có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
6,Sông Tiền 1- Cầu Vịnh Tre,An Giang,Châu Phú,"10,618481
 105,209731",13/06/2023,30.2,7.5,4.0,262,66,0.09,299,77,0,10.5,1.9,2055,Âm tính,Dương tính,,84,Tốt,"N-NO2- vượt ngưỡng 1.8 lần, Aeromonas vượt ngưỡng 2.1 lần. Aeromonas hydrophila: Dương tính.","Có dấu hiệu ô nhiễm dinh dưỡng và vi khuẩn Aeromonas tăng cao, đồng thời có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
8,Tấn Long – Tấn Mỹ,An Giang,Chợ Mới,"10,537278
 105,491972",12/06/2023,30.0,7.5,5.5,262,66,92,278,69,0,15.5,4.0,5200,Âm tính,Dương tính,,50,Trung bình,"N-NO2- vượt ngưỡng 1.8 lần, Aeromonas vượt ngưỡng 5.2 lần. Aeromonas hydrophila: Dương tính.","Ô nhiễm dinh dưỡng, Aeromonas cao đồng thời có sự hiện diện của Aeromonas hydrophila cần diệt khuẩn trước khi cấp vào ao nuôi."
1,Bến đò Phú Lạc - Cồn Khánh Hòa,An Giang,Châu Phú,"10,694589
 105,189900",13/06/2023,30.5,7.0,4.5,267,64,98,0.28,67,0,9.0,2.9,3200,Âm tính,Dương tính,,49,Tốt,"N-NO2- vượt ngưỡng 2 lần, Aeromonas vượt ngưỡng 3.2 lần, Aeromonas hydrophila: Dương tính.","Có dấu hiệu ô nhiễm dinh dưỡng, vi khuẩn Aeromonas tăng cao, đồng thời có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn, cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
9,Bình Thành,An Giang,Phú Tân,"10,596639
 105,228278",12/06/2023,30.0,8.0,4.0,263,64,89,166,48,0,12.0,4.2,920,Dương tính,Dương tính,,93,Tốt,"N-NO2- vượt ngưỡng 1.8 lần, Edwardsiella ictaluri: Dương tính. Aeromonas hydrophila: Dương tính.","Có dấu hiệu ô nhiễm dinh dưỡng, có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
2,Bến đò Chùa - Cồn Bình Thủy,An Giang,Châu Phú,"10,451217
 105,383675",13/06/2023,30.5,7.5,4.5,247,63,0.07,61,41,0,29.0,3.7,270,Âm tính,Dương tính,,97,Tốt,"N-NO2- vượt ngưỡng 1.4 lần,. Aeromonas hydrophila: Dương tính.","Có dấu hiệu ô nhiễm dinh dưỡng, có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
4,Bến đò Sơn Đốt - Nhơn Mỹ,An Giang,Chợ Mới,"10,44794 
 105,39322",12/06/2023,30.0,7.5,4.5,243,67,67,72,35,0,25.5,3.5,410,Âm tính,Dương tính,,97,Tốt,"N-NO2- vượt ngưỡng 1.3 lần,. Aeromonas hydrophila: Dương tính.",Có dấu hiệu ô nhiễm dinh dưỡng và có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi.
10,Bình Yên,An Giang,Châu Phú,"10,494639
 105,339828",13/06/2023,30.5,7.5,4.5,265,59,95,169,22,18,16.5,3.7,1491,Âm tính,Dương tính,,93,Tốt,"N-NO2- vượt ngưỡng 1.9 lần, Aeromonas vượt ngưỡng 1.5 lần. Aeromonas hydrophila: Dương tính.","Có dấu hiệu ô nhiễm dinh dưỡng, Aeromonas cao đồng thời có sự hiện diện của Aeromonas hydrophila cần diệt khuẩn trước khi cấp vào ao nuôi."
7,"Khu vực Vĩnh Hòa, Vĩnh Xương",An Giang,Tân Châu,"10,870389
 105,185161",13/6/2022,31,"7,5","4,5",239,82,"0,034","1,167","0,446","0,018",46,"17,6",1409,Âm tính,Dương tính,110000,57,Trung bình,"N-NH4+ vượt ngưỡng 3,9 lần, P-PO43- vượt ngưỡng 4,5 lần,  Aeromonas vượt ngưỡng 1,4 lần, Coliform vượt ngưỡng 44 lần.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
10,Bình Yên,An Giang,Châu Phú,"10,494639
 105,339828",13/6/2022,30,"7,3","4,5",246,78,"0,034","1,083","0,441","0,018",56,"16,3",1200,Âm tính,Dương tính,110000,62,Trung bình,"N-NH4+ vượt ngưỡng 3,6 lần, P-PO43- vượt ngưỡng 4,4 lần,  Aeromonas vượt ngưỡng 1,2 lần, Coliform vượt ngưỡng 44 lần.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
9,Bình Thành,An Giang,Phú Tân,"10,596639
 105,228278",13/6/2022,30,"7,5",4,242,81,"0,035","0,849","0,437","0,017",41,"13,8",950,Âm tính,Dương tính,46000,67,Trung bình,"N-NH4+ vượt ngưỡng 2,8 lần, P-PO43- vượt ngưỡng 4,4 lần, Coliform vượt ngưỡng 18,4 lần.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
11,Tây An – Mỹ Thới,An Giang,Long Xuyên,"10,341778
 105,449056",13/6/2022,"30,7","7,3",4,246,76,"0,035","1,195","0,431","0,02",60,"18,2",1050,Dương tính,Âm tính,1100000,56,Trung bình,"N-NH4+ vượt ngưỡng 4,0 lần, P-PO43- vượt ngưỡng 4,3 lần, Aeromonas vượt ngưỡng 1,1 lần, Coliform vượt ngưỡng 440 lần. Edwardsiella ictaluri: Dương tính.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
8,Tấn Long – Tấn Mỹ,An Giang,Chợ Mới,"10,537278
 105,491972",13/6/2022,"30,5","7,5","5,5",237,79,"0,037","0,869","0,415","0,02",50,"16,3",1380,Âm tính,Dương tính,15000,69,Trung bình,"N-NH4+ vượt ngưỡng 2,9 lần, P-PO43- vượt ngưỡng 4,2 lần, Aeromonas vượt ngưỡng 1,4 lần, Coliform vượt ngưỡng 6,0 lần.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100 105,330400",20/05/2024,31,"7,8",4,196,"52,5","0,094","0,296","0,296",0,8,"3,5",2000,Dương tính,Dương tính,4400,78,Tốt,"DO, P-P043-, Aeromonas Edwardsiella ictaluri, Aeromonas hydrophilla = Dương tính Coliform=4400MPN/mL","Nguồn nước có dấu hiệu ô nhiễm hữu cơ, mật độ vi khuẩn aeromonas cao đồng thời có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophilla cần lắng, xử lý và diệt khuẩn nước trước khi cấp vào ao nuôi."
10,Bình Yên,An Giang,Châu Phú,"10,494639
 105,339828",24/1/2022,30,7,5,171,"48,8","0,043","0,212","0,241","0,014","22,5","2,2",450,Âm tính,Âm tính,900,95,Tốt,"P-PO 3- vượt ngưỡng 2,4 lần.
 4","- Có dấu hiệu ô nhiễm hữu cơ, không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản."
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",22/05/2023,31,"7,5","4,5",276,66,"0,038","0,775","0,193",0,46,"9,3",1080,Dương tính,Dương tính,24000,89,Tốt,"N-NH4+ vượt ngưỡng 2,6 lần, P-PO43- vượt ngưỡng 1,9 lần, Aeromonas vượt ngưỡng 1,1 lần Coliform vượt ngưỡng 9.6 lần.","Có dấu hiệu ô nhiễm dinh dưỡng, Aeromonas cao đồng thời có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophila cần xử lý nước và diệt khuẩn khi cấp vào ao nuôi. Coliform tăng cao, chú ý an toàn vệ sinh thực phẩm."
1,Bến đò Phú Lạc - Cồn Khánh Hòa,An Giang,Châu Phú,"10,694589
 105,189900",18/4/2022,"30,5","7,5",4,252,60,"0,107","0,214","0,191",0,"22,5","4,6",1736,Âm tính,Dương tính,2800,85,Tốt,"N-NO2- vượt ngưỡng 2,1 lần, P-PO43- vượt ngưỡng 1,9 lần; Aeromonas vượt ngưỡng 1,7 lần. Coliform vượt ngưỡng 1,1 lần. Edwardsiella ictaluri: Dương tính.","- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh"
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",06/03/2022,"29,7",7,"4,5",2,60,"0,057","1,108","0,163","0,015","40,5",9,400,,,400,85,Trung bình,"N-NO2- vượt ngưỡng 1,1 lần; N-NH4+ vượt
 ngưỡng 3,7 lần; P-PO43- vượt ngưỡng 1,6 lần.","- Ô nhiễm hữu cơ, không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản,"
11,Tây An – Mỹ Thới,An Giang,Long Xuyên,"10,341778
 105,449056",25/7/2022,"29,5","7,3",4,190,44,"0,039","0,772","0,149","0,032",36,"9,4",5200,Âm tính,Âm tính,15000,44,Trung bình,"N-NH4+ vượt ngưỡng 2,6 lần, P-PO43- vượt ngưỡng 1,5 lần, 
  Aeromonas vượt ngưỡng 5,2 lần.","- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",24/1/2022,"29,5",7,"4,5",200,"54,7","0,067","0,728","0,149","0,012",46,"7,5",480,Âm tính,Âm tính,700,91,Trung bình,"N-NO2- vượt ngưỡng 1,3 lần, N-NH4+ vượt ngưỡng 2,4 lần, P-PO43- vượt ngưỡng 1,5 lần.",- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",5/9/2022,30,7,4,150,48,"0,015","0,382","0,149","0,016",67,"5,1",0,Âm tính,Dương tính,2300,89,Tốt,"N-NH4+ vượt ngưỡng 1,3 lần, P-PO43- vượt ngưỡng 1,5 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
11,Tây An – Mỹ Thới,An Giang,Long Xuyên,"10,341778
 105,449056",8/8/2022,"29,5","7,3",4,190,60,"0,063","1,215","0,145","0,015",44,"9,5",1436,Dương tính,Dương tính,9300,78,Trung bình,"N-NO2- vượt ngưỡng 1,3 lần, N-NH4+ vượt ngưỡng 4,1 lần, P-PO43- vượt ngưỡng 1,5 lần, Aeromonas vượt ngưỡng 1,4 lần, Coliform vượt ngưỡng 3,7 lần Edwardsiella ictaluri: Dương tính.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",8/2/2022,"29,5",7,"4,5",227,"59,3","0,061","1,006","0,144","0,01",38,"9,2",750,,,9300,88,Trung bình,"N-NO2- vượt ngưỡng 1,2 lần, N-NH4+ vượt ngưỡng 3,4 lần, P-PO43- vượt ngưỡng 1,4 lần; Coliform vượt ngưỡng 3,7 lần.",- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",25/7/2022,30,7,4,183,57,"0,038","0,747","0,142","0,016",35,"10,7",910,Âm tính,Âm tính,9300,87,Tốt,"N-NH4+ vượt ngưỡng 2,5 lần, P-PO43- vượt ngưỡng 1,4 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",22/05/2023,31,"7,5","4,5",290,"60,2","0,028","0,565","0,135",0,44,"8,7",1400,Âm tính,Dương tính,9300,91,Tốt,"N-NH4+ vượt ngưỡng 1,9 lần, P-PO43- vượt ngưỡng 1,4 lần, Aeromonas vượt ngưỡng 1,4 lần Coliform vượt ngưỡng 3,7 lần.","Có dấu hiệu ô nhiễm dinh dưỡng và vi khuẩn Aeromonas tăng cao, đồng thời có sự hiện diện của Aeromonas hydrophila cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi. Coliform tăng cao, chú ý an toàn vệ sinh thực phẩm"
